"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:0002029"	"desensitization of G protein-coupled receptor signaling pathway"	"BP"	10	1	0.825734121999527
"GO:0045006"	"DNA deamination"	"BP"	10	1	0.825734121999527
"GO:0072677"	"eosinophil migration"	"BP"	10	1	0.825734121999527
"GO:0030950"	"establishment or maintenance of actin cytoskeleton polarity"	"BP"	10	1	0.825734121999527
"GO:0001731"	"formation of translation preinitiation complex"	"BP"	10	1	0.825734121999527
"GO:0061548"	"ganglion development"	"BP"	10	1	0.825734121999527
"GO:0030252"	"growth hormone secretion"	"BP"	10	1	0.825734121999527
"GO:0021854"	"hypothalamus development"	"BP"	10	1	0.825734121999527
"GO:0032634"	"interleukin-5 production"	"BP"	10	1	0.825734121999527
"GO:0045475"	"locomotor rhythm"	"BP"	10	1	0.825734121999527
"GO:0071888"	"macrophage apoptotic process"	"BP"	10	1	0.825734121999527
"GO:0035437"	"maintenance of protein localization in endoplasmic reticulum"	"BP"	10	1	0.825734121999527
"GO:0030539"	"male genitalia development"	"BP"	10	1	0.825734121999527
"GO:0034356"	"NAD biosynthesis via nicotinamide riboside salvage pathway"	"BP"	10	1	0.825734121999527
"GO:0022401"	"negative adaptation of signaling pathway"	"BP"	10	1	0.825734121999527
"GO:0032331"	"negative regulation of chondrocyte differentiation"	"BP"	10	1	0.825734121999527
"GO:0010561"	"negative regulation of glycoprotein biosynthetic process"	"BP"	10	1	0.825734121999527
"GO:0034111"	"negative regulation of homotypic cell-cell adhesion"	"BP"	10	1	0.825734121999527
"GO:0090084"	"negative regulation of inclusion body assembly"	"BP"	10	1	0.825734121999527
"GO:0043508"	"negative regulation of JUN kinase activity"	"BP"	10	1	0.825734121999527
"GO:0001911"	"negative regulation of leukocyte mediated cytotoxicity"	"BP"	10	1	0.825734121999527
"GO:0048715"	"negative regulation of oligodendrocyte differentiation"	"BP"	10	1	0.825734121999527
"GO:2000009"	"negative regulation of protein localization to cell surface"	"BP"	10	1	0.825734121999527
"GO:2000647"	"negative regulation of stem cell proliferation"	"BP"	10	1	0.825734121999527
"GO:0051974"	"negative regulation of telomerase activity"	"BP"	10	1	0.825734121999527
"GO:0010944"	"negative regulation of transcription by competitive promoter binding"	"BP"	10	1	0.825734121999527
"GO:0034427"	"nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"	"BP"	10	1	0.825734121999527
"GO:0006857"	"oligopeptide transport"	"BP"	10	1	0.825734121999527
"GO:0036035"	"osteoclast development"	"BP"	10	1	0.825734121999527
"GO:0035247"	"peptidyl-arginine omega-N-methylation"	"BP"	10	1	0.825734121999527
"GO:0001845"	"phagolysosome assembly"	"BP"	10	1	0.825734121999527
"GO:2000251"	"positive regulation of actin cytoskeleton reorganization"	"BP"	10	1	0.825734121999527
"GO:1902237"	"positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway"	"BP"	10	1	0.825734121999527
"GO:2001241"	"positive regulation of extrinsic apoptotic signaling pathway in absence of ligand"	"BP"	10	1	0.825734121999527
"GO:0032352"	"positive regulation of hormone metabolic process"	"BP"	10	1	0.825734121999527
"GO:0043032"	"positive regulation of macrophage activation"	"BP"	10	1	0.825734121999527
"GO:1905523"	"positive regulation of macrophage migration"	"BP"	10	1	0.825734121999527
"GO:0033008"	"positive regulation of mast cell activation involved in immune response"	"BP"	10	1	0.825734121999527
"GO:0043306"	"positive regulation of mast cell degranulation"	"BP"	10	1	0.825734121999527
"GO:0090309"	"positive regulation of methylation-dependent chromatin silencing"	"BP"	10	1	0.825734121999527
"GO:0090026"	"positive regulation of monocyte chemotaxis"	"BP"	10	1	0.825734121999527
"GO:0031442"	"positive regulation of mRNA 3'-end processing"	"BP"	10	1	0.825734121999527
"GO:0045663"	"positive regulation of myoblast differentiation"	"BP"	10	1	0.825734121999527
"GO:1902916"	"positive regulation of protein polyubiquitination"	"BP"	10	1	0.825734121999527
"GO:0050862"	"positive regulation of T cell receptor signaling pathway"	"BP"	10	1	0.825734121999527
"GO:1901838"	"positive regulation of transcription of nucleolar large rRNA by RNA polymerase I"	"BP"	10	1	0.825734121999527
"GO:0034214"	"protein hexamerization"	"BP"	10	1	0.825734121999527
"GO:1904748"	"regulation of apoptotic process involved in development"	"BP"	10	1	0.825734121999527
"GO:1902337"	"regulation of apoptotic process involved in morphogenesis"	"BP"	10	1	0.825734121999527
"GO:1901096"	"regulation of autophagosome maturation"	"BP"	10	1	0.825734121999527
"GO:0002739"	"regulation of cytokine secretion involved in immune response"	"BP"	10	1	0.825734121999527
"GO:0040034"	"regulation of development, heterochronic"	"BP"	10	1	0.825734121999527
"GO:0035330"	"regulation of hippo signaling"	"BP"	10	1	0.825734121999527
"GO:0032674"	"regulation of interleukin-5 production"	"BP"	10	1	0.825734121999527
"GO:1901623"	"regulation of lymphocyte chemotaxis"	"BP"	10	1	0.825734121999527
"GO:1903897"	"regulation of PERK-mediated unfolded protein response"	"BP"	10	1	0.825734121999527
"GO:1900044"	"regulation of protein K63-linked ubiquitination"	"BP"	10	1	0.825734121999527
"GO:0014733"	"regulation of skeletal muscle adaptation"	"BP"	10	1	0.825734121999527
"GO:0043619"	"regulation of transcription from RNA polymerase II promoter in response to oxidative stress"	"BP"	10	1	0.825734121999527
"GO:0032025"	"response to cobalt ion"	"BP"	10	1	0.825734121999527
"GO:0060992"	"response to fungicide"	"BP"	10	1	0.825734121999527
"GO:0070669"	"response to interleukin-2"	"BP"	10	1	0.825734121999527
"GO:0048485"	"sympathetic nervous system development"	"BP"	10	1	0.825734121999527
"GO:0042403"	"thyroid hormone metabolic process"	"BP"	10	1	0.825734121999527
"GO:0030336"	"negative regulation of cell migration"	"BP"	175	24	0.826531816339329
"GO:0046777"	"protein autophosphorylation"	"BP"	175	24	0.826531816339329
"GO:0009266"	"response to temperature stimulus"	"BP"	182	25	0.828336240614488
"GO:0007623"	"circadian rhythm"	"BP"	148	20	0.828560085820228
"GO:0060021"	"roof of mouth development"	"BP"	57	7	0.829189825090042
"GO:0060428"	"lung epithelium development"	"BP"	27	3	0.830730045694718
"GO:0001893"	"maternal placenta development"	"BP"	27	3	0.830730045694718
"GO:0033144"	"negative regulation of intracellular steroid hormone receptor signaling pathway"	"BP"	27	3	0.830730045694718
"GO:0050685"	"positive regulation of mRNA processing"	"BP"	27	3	0.830730045694718
"GO:0001844"	"protein insertion into mitochondrial membrane involved in apoptotic signaling pathway"	"BP"	27	3	0.830730045694718
"GO:0046131"	"pyrimidine ribonucleoside metabolic process"	"BP"	27	3	0.830730045694718
"GO:1902991"	"regulation of amyloid precursor protein catabolic process"	"BP"	27	3	0.830730045694718
"GO:0032350"	"regulation of hormone metabolic process"	"BP"	27	3	0.830730045694718
"GO:0071706"	"tumor necrosis factor superfamily cytokine production"	"BP"	93	12	0.832567132746221
"GO:0007339"	"binding of sperm to zona pellucida"	"BP"	19	2	0.83269574687356
"GO:0099622"	"cardiac muscle cell membrane repolarization"	"BP"	19	2	0.83269574687356
"GO:0071243"	"cellular response to arsenic-containing substance"	"BP"	19	2	0.83269574687356
"GO:0007549"	"dosage compensation"	"BP"	19	2	0.83269574687356
"GO:0035767"	"endothelial cell chemotaxis"	"BP"	19	2	0.83269574687356
"GO:0007616"	"long-term memory"	"BP"	19	2	0.83269574687356
"GO:0060479"	"lung cell differentiation"	"BP"	19	2	0.83269574687356
"GO:0015695"	"organic cation transport"	"BP"	19	2	0.83269574687356
"GO:0021983"	"pituitary gland development"	"BP"	19	2	0.83269574687356
"GO:2000403"	"positive regulation of lymphocyte migration"	"BP"	19	2	0.83269574687356
"GO:0032594"	"protein transport within lipid bilayer"	"BP"	19	2	0.83269574687356
"GO:0048841"	"regulation of axon extension involved in axon guidance"	"BP"	19	2	0.83269574687356
"GO:0046885"	"regulation of hormone biosynthetic process"	"BP"	19	2	0.83269574687356
"GO:1900151"	"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay"	"BP"	19	2	0.83269574687356
"GO:0010543"	"regulation of platelet activation"	"BP"	19	2	0.83269574687356
"GO:0043496"	"regulation of protein homodimerization activity"	"BP"	19	2	0.83269574687356
"GO:0035456"	"response to interferon-beta"	"BP"	19	2	0.83269574687356
"GO:0098780"	"response to mitochondrial depolarisation"	"BP"	19	2	0.83269574687356
"GO:0039529"	"RIG-I signaling pathway"	"BP"	19	2	0.83269574687356
"GO:0042311"	"vasodilation"	"BP"	19	2	0.83269574687356
"GO:0061041"	"regulation of wound healing"	"BP"	86	11	0.833195669673415
"GO:0018208"	"peptidyl-proline modification"	"BP"	50	6	0.833939540943861
"GO:0050728"	"negative regulation of inflammatory response"	"BP"	79	10	0.834336356407549
"GO:0000291"	"nuclear-transcribed mRNA catabolic process, exonucleolytic"	"BP"	35	4	0.834657829214246
"GO:1904358"	"positive regulation of telomere maintenance via telomere lengthening"	"BP"	35	4	0.834657829214246
"GO:0044273"	"sulfur compound catabolic process"	"BP"	35	4	0.834657829214246
"GO:0090316"	"positive regulation of intracellular protein transport"	"BP"	135	18	0.83506758575434
"GO:0009205"	"purine ribonucleoside triphosphate metabolic process"	"BP"	277	39	0.835074934936049
"GO:0045055"	"regulated exocytosis"	"BP"	554	81	0.836282342737756
"GO:0030111"	"regulation of Wnt signaling pathway"	"BP"	284	40	0.837147320256928
"GO:1904951"	"positive regulation of establishment of protein localization"	"BP"	324	46	0.837557395793659
"GO:0009791"	"post-embryonic development"	"BP"	65	8	0.838770632708567
"GO:0043506"	"regulation of JUN kinase activity"	"BP"	65	8	0.838770632708567
"GO:1902115"	"regulation of organelle assembly"	"BP"	163	22	0.839696287268465
"GO:0007265"	"Ras protein signal transduction"	"BP"	351	50	0.840221851215479
"GO:0070534"	"protein K63-linked ubiquitination"	"BP"	43	5	0.840807753183665
"GO:0034394"	"protein localization to cell surface"	"BP"	43	5	0.840807753183665
"GO:2000677"	"regulation of transcription regulatory region DNA binding"	"BP"	43	5	0.840807753183665
"GO:0032101"	"regulation of response to external stimulus"	"BP"	470	68	0.841655822589238
"GO:0140029"	"exocytic process"	"BP"	58	7	0.84252852088425
"GO:1903902"	"positive regulation of viral life cycle"	"BP"	58	7	0.84252852088425
"GO:0018107"	"peptidyl-threonine phosphorylation"	"BP"	101	13	0.842556534441525
"GO:0046822"	"regulation of nucleocytoplasmic transport"	"BP"	94	12	0.843112770156697
"GO:1901215"	"negative regulation of neuron death"	"BP"	143	19	0.844649322712311
"GO:0032147"	"activation of protein kinase activity"	"BP"	245	34	0.844687322325341
"GO:0048534"	"hematopoietic or lymphoid organ development"	"BP"	602	88	0.846354505551455
"GO:0034333"	"adherens junction assembly"	"BP"	73	9	0.847796167444802
"GO:0007189"	"adenylate cyclase-activating G protein-coupled receptor signaling pathway"	"BP"	51	6	0.847797304455581
"GO:0050818"	"regulation of coagulation"	"BP"	51	6	0.847797304455581
"GO:0032652"	"regulation of interleukin-1 production"	"BP"	51	6	0.847797304455581
"GO:0010660"	"regulation of muscle cell apoptotic process"	"BP"	51	6	0.847797304455581
"GO:0090305"	"nucleic acid phosphodiester bond hydrolysis"	"BP"	259	36	0.848235795022508
"GO:0071310"	"cellular response to organic substance"	"BP"	1787	272	0.848830280437963
"GO:0045744"	"negative regulation of G protein-coupled receptor signaling pathway"	"BP"	28	3	0.849074836809592
"GO:0071634"	"regulation of transforming growth factor beta production"	"BP"	28	3	0.849074836809592
"GO:0019221"	"cytokine-mediated signaling pathway"	"BP"	498	72	0.849752247264688
"GO:0042987"	"amyloid precursor protein catabolic process"	"BP"	36	4	0.850799859088322
"GO:0006509"	"membrane protein ectodomain proteolysis"	"BP"	36	4	0.850799859088322
"GO:0033555"	"multicellular organismal response to stress"	"BP"	36	4	0.850799859088322
"GO:0032205"	"negative regulation of telomere maintenance"	"BP"	36	4	0.850799859088322
"GO:0045669"	"positive regulation of osteoblast differentiation"	"BP"	36	4	0.850799859088322
"GO:0090311"	"regulation of protein deacetylation"	"BP"	36	4	0.850799859088322
"GO:0042509"	"regulation of tyrosine phosphorylation of STAT protein"	"BP"	36	4	0.850799859088322
"GO:0021762"	"substantia nigra development"	"BP"	36	4	0.850799859088322
"GO:0042093"	"T-helper cell differentiation"	"BP"	36	4	0.850799859088322
"GO:0060333"	"interferon-gamma-mediated signaling pathway"	"BP"	66	8	0.850844939525667
"GO:0048814"	"regulation of dendrite morphogenesis"	"BP"	66	8	0.850844939525667
"GO:2000146"	"negative regulation of cell motility"	"BP"	185	25	0.851153901143789
"GO:0061572"	"actin filament bundle organization"	"BP"	116	15	0.851589361292647
"GO:0006997"	"nucleus organization"	"BP"	109	14	0.851789352393484
"GO:1902600"	"proton transmembrane transport"	"BP"	109	14	0.851789352393484
"GO:0051897"	"positive regulation of protein kinase B signaling"	"BP"	102	13	0.852284789348171
"GO:0031929"	"TOR signaling"	"BP"	102	13	0.852284789348171
"GO:0002475"	"antigen processing and presentation via MHC class Ib"	"BP"	11	1	0.853681552218478
"GO:0048143"	"astrocyte activation"	"BP"	11	1	0.853681552218478
"GO:0010002"	"cardioblast differentiation"	"BP"	11	1	0.853681552218478
"GO:0035458"	"cellular response to interferon-beta"	"BP"	11	1	0.853681552218478
"GO:0072567"	"chemokine (C-X-C motif) ligand 2 production"	"BP"	11	1	0.853681552218478
"GO:0090195"	"chemokine secretion"	"BP"	11	1	0.853681552218478
"GO:0048096"	"chromatin-mediated maintenance of transcription"	"BP"	11	1	0.853681552218478
"GO:0042832"	"defense response to protozoan"	"BP"	11	1	0.853681552218478
"GO:0061154"	"endothelial tube morphogenesis"	"BP"	11	1	0.853681552218478
"GO:0042730"	"fibrinolysis"	"BP"	11	1	0.853681552218478
"GO:0072012"	"glomerulus vasculature development"	"BP"	11	1	0.853681552218478
"GO:0097284"	"hepatocyte apoptotic process"	"BP"	11	1	0.853681552218478
"GO:0034969"	"histone arginine methylation"	"BP"	11	1	0.853681552218478
"GO:0070933"	"histone H4 deacetylation"	"BP"	11	1	0.853681552218478
"GO:0099118"	"microtubule-based protein transport"	"BP"	11	1	0.853681552218478
"GO:0034982"	"mitochondrial protein processing"	"BP"	11	1	0.853681552218478
"GO:0003159"	"morphogenesis of an endothelium"	"BP"	11	1	0.853681552218478
"GO:1902430"	"negative regulation of amyloid-beta formation"	"BP"	11	1	0.853681552218478
"GO:0060766"	"negative regulation of androgen receptor signaling pathway"	"BP"	11	1	0.853681552218478
"GO:0002903"	"negative regulation of B cell apoptotic process"	"BP"	11	1	0.853681552218478
"GO:0106057"	"negative regulation of calcineurin-mediated signaling"	"BP"	11	1	0.853681552218478
"GO:0070885"	"negative regulation of calcineurin-NFAT signaling cascade"	"BP"	11	1	0.853681552218478
"GO:0051198"	"negative regulation of coenzyme metabolic process"	"BP"	11	1	0.853681552218478
"GO:0032717"	"negative regulation of interleukin-8 production"	"BP"	11	1	0.853681552218478
"GO:0010839"	"negative regulation of keratinocyte proliferation"	"BP"	11	1	0.853681552218478
"GO:0030812"	"negative regulation of nucleotide catabolic process"	"BP"	11	1	0.853681552218478
"GO:0032460"	"negative regulation of protein oligomerization"	"BP"	11	1	0.853681552218478
"GO:0042532"	"negative regulation of tyrosine phosphorylation of STAT protein"	"BP"	11	1	0.853681552218478
"GO:1904706"	"negative regulation of vascular smooth muscle cell proliferation"	"BP"	11	1	0.853681552218478
"GO:0046940"	"nucleoside monophosphate phosphorylation"	"BP"	11	1	0.853681552218478
"GO:0016584"	"nucleosome positioning"	"BP"	11	1	0.853681552218478
"GO:0009312"	"oligosaccharide biosynthetic process"	"BP"	11	1	0.853681552218478
"GO:0035246"	"peptidyl-arginine N-methylation"	"BP"	11	1	0.853681552218478
"GO:0018119"	"peptidyl-cysteine S-nitrosylation"	"BP"	11	1	0.853681552218478
"GO:2000786"	"positive regulation of autophagosome assembly"	"BP"	11	1	0.853681552218478
"GO:2001034"	"positive regulation of double-strand break repair via nonhomologous end joining"	"BP"	11	1	0.853681552218478
"GO:0033005"	"positive regulation of mast cell activation"	"BP"	11	1	0.853681552218478
"GO:0032816"	"positive regulation of natural killer cell activation"	"BP"	11	1	0.853681552218478
"GO:0090073"	"positive regulation of protein homodimerization activity"	"BP"	11	1	0.853681552218478
"GO:1905668"	"positive regulation of protein localization to endosome"	"BP"	11	1	0.853681552218478
"GO:0045624"	"positive regulation of T-helper cell differentiation"	"BP"	11	1	0.853681552218478
"GO:0042535"	"positive regulation of tumor necrosis factor biosynthetic process"	"BP"	11	1	0.853681552218478
"GO:0017014"	"protein nitrosylation"	"BP"	11	1	0.853681552218478
"GO:0098840"	"protein transport along microtubule"	"BP"	11	1	0.853681552218478
"GO:0009223"	"pyrimidine deoxyribonucleotide catabolic process"	"BP"	11	1	0.853681552218478
"GO:0090335"	"regulation of brown fat cell differentiation"	"BP"	11	1	0.853681552218478
"GO:1902547"	"regulation of cellular response to vascular endothelial growth factor stimulus"	"BP"	11	1	0.853681552218478
"GO:1903624"	"regulation of DNA catabolic process"	"BP"	11	1	0.853681552218478
"GO:0051547"	"regulation of keratinocyte migration"	"BP"	11	1	0.853681552218478
"GO:0035751"	"regulation of lysosomal lumen pH"	"BP"	11	1	0.853681552218478
"GO:1905048"	"regulation of metallopeptidase activity"	"BP"	11	1	0.853681552218478
