"Term"	"Ont"	"N"	"DE"	"P.DE"
"GO:1905294"	"positive regulation of neural crest cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0033031"	"positive regulation of neutrophil apoptotic process"	"BP"	3	1	0.458155511986078
"GO:0060406"	"positive regulation of penile erection"	"BP"	3	1	0.458155511986078
"GO:1902995"	"positive regulation of phospholipid efflux"	"BP"	3	1	0.458155511986078
"GO:2000588"	"positive regulation of platelet-derived growth factor receptor-beta signaling pathway"	"BP"	3	1	0.458155511986078
"GO:1902730"	"positive regulation of proteoglycan biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:1904184"	"positive regulation of pyruvate dehydrogenase activity"	"BP"	3	1	0.458155511986078
"GO:1904154"	"positive regulation of retrograde protein transport, ER to cytosol"	"BP"	3	1	0.458155511986078
"GO:1904058"	"positive regulation of sensory perception of pain"	"BP"	3	1	0.458155511986078
"GO:1904395"	"positive regulation of skeletal muscle acetylcholine-gated channel clustering"	"BP"	3	1	0.458155511986078
"GO:0043415"	"positive regulation of skeletal muscle tissue regeneration"	"BP"	3	1	0.458155511986078
"GO:2000809"	"positive regulation of synaptic vesicle clustering"	"BP"	3	1	0.458155511986078
"GO:2000409"	"positive regulation of T cell extravasation"	"BP"	3	1	0.458155511986078
"GO:0098735"	"positive regulation of the force of heart contraction"	"BP"	3	1	0.458155511986078
"GO:1903984"	"positive regulation of TRAIL-activated apoptotic signaling pathway"	"BP"	3	1	0.458155511986078
"GO:1901228"	"positive regulation of transcription from RNA polymerase II promoter involved in heart development"	"BP"	3	1	0.458155511986078
"GO:0003257"	"positive regulation of transcription from RNA polymerase II promoter involved in myocardial precursor cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0045903"	"positive regulation of translational fidelity"	"BP"	3	1	0.458155511986078
"GO:0002894"	"positive regulation of type II hypersensitivity"	"BP"	3	1	0.458155511986078
"GO:0001798"	"positive regulation of type IIa hypersensitivity"	"BP"	3	1	0.458155511986078
"GO:0070474"	"positive regulation of uterine smooth muscle contraction"	"BP"	3	1	0.458155511986078
"GO:0061357"	"positive regulation of Wnt protein secretion"	"BP"	3	1	0.458155511986078
"GO:0098970"	"postsynaptic neurotransmitter receptor diffusion trapping"	"BP"	3	1	0.458155511986078
"GO:0030327"	"prenylated protein catabolic process"	"BP"	3	1	0.458155511986078
"GO:0060431"	"primary lung bud formation"	"BP"	3	1	0.458155511986078
"GO:1990108"	"protein linear deubiquitination"	"BP"	3	1	0.458155511986078
"GO:1905725"	"protein localization to microtubule end"	"BP"	3	1	0.458155511986078
"GO:1904825"	"protein localization to microtubule plus-end"	"BP"	3	1	0.458155511986078
"GO:0090204"	"protein localization to nuclear pore"	"BP"	3	1	0.458155511986078
"GO:1990166"	"protein localization to site of double-strand break"	"BP"	3	1	0.458155511986078
"GO:0061740"	"protein targeting to lysosome involved in chaperone-mediated autophagy"	"BP"	3	1	0.458155511986078
"GO:0030167"	"proteoglycan catabolic process"	"BP"	3	1	0.458155511986078
"GO:0036343"	"psychomotor behavior"	"BP"	3	1	0.458155511986078
"GO:0043096"	"purine nucleobase salvage"	"BP"	3	1	0.458155511986078
"GO:0086017"	"Purkinje myocyte action potential"	"BP"	3	1	0.458155511986078
"GO:0015855"	"pyrimidine nucleobase transport"	"BP"	3	1	0.458155511986078
"GO:1901475"	"pyruvate transmembrane transport"	"BP"	3	1	0.458155511986078
"GO:0006848"	"pyruvate transport"	"BP"	3	1	0.458155511986078
"GO:0098953"	"receptor diffusion trapping"	"BP"	3	1	0.458155511986078
"GO:2000286"	"receptor internalization involved in canonical Wnt signaling pathway"	"BP"	3	1	0.458155511986078
"GO:2000367"	"regulation of acrosomal vesicle exocytosis"	"BP"	3	1	0.458155511986078
"GO:0001969"	"regulation of activation of membrane attack complex"	"BP"	3	1	0.458155511986078
"GO:0002586"	"regulation of antigen processing and presentation of peptide antigen via MHC class II"	"BP"	3	1	0.458155511986078
"GO:2000812"	"regulation of barbed-end actin filament capping"	"BP"	3	1	0.458155511986078
"GO:1900157"	"regulation of bone mineralization involved in bone maturation"	"BP"	3	1	0.458155511986078
"GO:0060558"	"regulation of calcidiol 1-monooxygenase activity"	"BP"	3	1	0.458155511986078
"GO:1905289"	"regulation of CAMKK-AMPK signaling cascade"	"BP"	3	1	0.458155511986078
"GO:1905310"	"regulation of cardiac neural crest cell migration involved in outflow tract morphogenesis"	"BP"	3	1	0.458155511986078
"GO:2000449"	"regulation of CD8-positive, alpha-beta T cell extravasation"	"BP"	3	1	0.458155511986078
"GO:0001560"	"regulation of cell growth by extracellular stimulus"	"BP"	3	1	0.458155511986078
"GO:0002676"	"regulation of chronic inflammatory response"	"BP"	3	1	0.458155511986078
"GO:2000015"	"regulation of determination of dorsal identity"	"BP"	3	1	0.458155511986078
"GO:1904978"	"regulation of endosome organization"	"BP"	3	1	0.458155511986078
"GO:1905749"	"regulation of endosome to plasma membrane protein transport"	"BP"	3	1	0.458155511986078
"GO:0090210"	"regulation of establishment of blood-brain barrier"	"BP"	3	1	0.458155511986078
"GO:1905777"	"regulation of exonuclease activity"	"BP"	3	1	0.458155511986078
"GO:0042478"	"regulation of eye photoreceptor cell development"	"BP"	3	1	0.458155511986078
"GO:0046880"	"regulation of follicle-stimulating hormone secretion"	"BP"	3	1	0.458155511986078
"GO:0110030"	"regulation of G2/MI transition of meiotic cell cycle"	"BP"	3	1	0.458155511986078
"GO:1903294"	"regulation of glutamate secretion, neurotransmission"	"BP"	3	1	0.458155511986078
"GO:0032276"	"regulation of gonadotropin secretion"	"BP"	3	1	0.458155511986078
"GO:0010908"	"regulation of heparan sulfate proteoglycan biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:2000520"	"regulation of immunological synapse formation"	"BP"	3	1	0.458155511986078
"GO:0045113"	"regulation of integrin biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0050705"	"regulation of interleukin-1 alpha secretion"	"BP"	3	1	0.458155511986078
"GO:1902214"	"regulation of interleukin-4-mediated signaling pathway"	"BP"	3	1	0.458155511986078
"GO:1901252"	"regulation of intracellular transport of viral material"	"BP"	3	1	0.458155511986078
"GO:1903750"	"regulation of intrinsic apoptotic signaling pathway in response to hydrogen peroxide"	"BP"	3	1	0.458155511986078
"GO:1901979"	"regulation of inward rectifier potassium channel activity"	"BP"	3	1	0.458155511986078
"GO:1902746"	"regulation of lens fiber cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0090325"	"regulation of locomotion involved in locomotory behavior"	"BP"	3	1	0.458155511986078
"GO:0034239"	"regulation of macrophage fusion"	"BP"	3	1	0.458155511986078
"GO:1905320"	"regulation of mesenchymal stem cell migration"	"BP"	3	1	0.458155511986078
"GO:0003339"	"regulation of mesenchymal to epithelial transition involved in metanephros morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0032423"	"regulation of mismatch repair"	"BP"	3	1	0.458155511986078
"GO:0090296"	"regulation of mitochondrial DNA replication"	"BP"	3	1	0.458155511986078
"GO:1900623"	"regulation of monocyte aggregation"	"BP"	3	1	0.458155511986078
"GO:2000437"	"regulation of monocyte extravasation"	"BP"	3	1	0.458155511986078
"GO:0030885"	"regulation of myeloid dendritic cell activation"	"BP"	3	1	0.458155511986078
"GO:1901664"	"regulation of NAD+ ADP-ribosyltransferase activity"	"BP"	3	1	0.458155511986078
"GO:1905292"	"regulation of neural crest cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0099152"	"regulation of neurotransmitter receptor transport, endosome to postsynaptic membrane"	"BP"	3	1	0.458155511986078
"GO:0045658"	"regulation of neutrophil differentiation"	"BP"	3	1	0.458155511986078
"GO:1903027"	"regulation of opsonization"	"BP"	3	1	0.458155511986078
"GO:2000354"	"regulation of ovarian follicle development"	"BP"	3	1	0.458155511986078
"GO:1902308"	"regulation of peptidyl-serine dephosphorylation"	"BP"	3	1	0.458155511986078
"GO:1900063"	"regulation of peroxisome organization"	"BP"	3	1	0.458155511986078
"GO:0010899"	"regulation of phosphatidylcholine catabolic process"	"BP"	3	1	0.458155511986078
"GO:1902994"	"regulation of phospholipid efflux"	"BP"	3	1	0.458155511986078
"GO:1902267"	"regulation of polyamine transmembrane transport"	"BP"	3	1	0.458155511986078
"GO:1904182"	"regulation of pyruvate dehydrogenase activity"	"BP"	3	1	0.458155511986078
"GO:1900147"	"regulation of Schwann cell migration"	"BP"	3	1	0.458155511986078
"GO:0014722"	"regulation of skeletal muscle contraction by calcium ion signaling"	"BP"	3	1	0.458155511986078
"GO:0014809"	"regulation of skeletal muscle contraction by regulation of release of sequestered calcium ion"	"BP"	3	1	0.458155511986078
"GO:0043416"	"regulation of skeletal muscle tissue regeneration"	"BP"	3	1	0.458155511986078
"GO:2000097"	"regulation of smooth muscle cell-matrix adhesion"	"BP"	3	1	0.458155511986078
"GO:1901668"	"regulation of superoxide dismutase activity"	"BP"	3	1	0.458155511986078
"GO:1904533"	"regulation of telomeric loop disassembly"	"BP"	3	1	0.458155511986078
"GO:0070170"	"regulation of tooth mineralization"	"BP"	3	1	0.458155511986078
"GO:0010525"	"regulation of transposition, RNA-mediated"	"BP"	3	1	0.458155511986078
"GO:0001810"	"regulation of type I hypersensitivity"	"BP"	3	1	0.458155511986078
"GO:0061356"	"regulation of Wnt protein secretion"	"BP"	3	1	0.458155511986078
"GO:0045728"	"respiratory burst after phagocytosis"	"BP"	3	1	0.458155511986078
"GO:0097332"	"response to antipsychotic drug"	"BP"	3	1	0.458155511986078
"GO:0061771"	"response to caloric restriction"	"BP"	3	1	0.458155511986078
"GO:0070305"	"response to cGMP"	"BP"	3	1	0.458155511986078
"GO:0043435"	"response to corticotropin-releasing hormone"	"BP"	3	1	0.458155511986078
"GO:1903416"	"response to glycoside"	"BP"	3	1	0.458155511986078
"GO:0097210"	"response to gonadotropin-releasing hormone"	"BP"	3	1	0.458155511986078
"GO:1904880"	"response to hydrogen sulfide"	"BP"	3	1	0.458155511986078
"GO:1903576"	"response to L-arginine"	"BP"	3	1	0.458155511986078
"GO:1904844"	"response to L-glutamine"	"BP"	3	1	0.458155511986078
"GO:0031427"	"response to methotrexate"	"BP"	3	1	0.458155511986078
"GO:0051595"	"response to methylglyoxal"	"BP"	3	1	0.458155511986078
"GO:0002238"	"response to molecule of fungal origin"	"BP"	3	1	0.458155511986078
"GO:0080184"	"response to phenylpropanoid"	"BP"	3	1	0.458155511986078
"GO:1904578"	"response to thapsigargin"	"BP"	3	1	0.458155511986078
"GO:0071725"	"response to triacyl bacterial lipopeptide"	"BP"	3	1	0.458155511986078
"GO:0032571"	"response to vitamin K"	"BP"	3	1	0.458155511986078
"GO:0060040"	"retinal bipolar neuron differentiation"	"BP"	3	1	0.458155511986078
"GO:1990009"	"retinal cell apoptotic process"	"BP"	3	1	0.458155511986078
"GO:1990049"	"retrograde neuronal dense core vesicle transport"	"BP"	3	1	0.458155511986078
"GO:0021569"	"rhombomere 3 development"	"BP"	3	1	0.458155511986078
"GO:0097343"	"ripoptosome assembly"	"BP"	3	1	0.458155511986078
"GO:1901026"	"ripoptosome assembly involved in necroptotic process"	"BP"	3	1	0.458155511986078
"GO:0006404"	"RNA import into nucleus"	"BP"	3	1	0.458155511986078
"GO:0036135"	"Schwann cell migration"	"BP"	3	1	0.458155511986078
"GO:0035986"	"senescence-associated heterochromatin focus assembly"	"BP"	3	1	0.458155511986078
"GO:1990926"	"short-term synaptic potentiation"	"BP"	3	1	0.458155511986078
"GO:0023016"	"signal transduction by trans-phosphorylation"	"BP"	3	1	0.458155511986078
"GO:0007227"	"signal transduction downstream of smoothened"	"BP"	3	1	0.458155511986078
"GO:0014732"	"skeletal muscle atrophy"	"BP"	3	1	0.458155511986078
"GO:0014816"	"skeletal muscle satellite cell differentiation"	"BP"	3	1	0.458155511986078
"GO:0000454"	"snoRNA guided rRNA pseudouridine synthesis"	"BP"	3	1	0.458155511986078
"GO:0010159"	"specification of animal organ position"	"BP"	3	1	0.458155511986078
"GO:0035092"	"sperm chromatin condensation"	"BP"	3	1	0.458155511986078
"GO:0030382"	"sperm mitochondrion organization"	"BP"	3	1	0.458155511986078
"GO:0006667"	"sphinganine metabolic process"	"BP"	3	1	0.458155511986078
"GO:0006931"	"substrate-dependent cell migration, cell attachment to substrate"	"BP"	3	1	0.458155511986078
"GO:0002296"	"T-helper 1 cell lineage commitment"	"BP"	3	1	0.458155511986078
"GO:0031509"	"telomeric heterochromatin assembly"	"BP"	3	1	0.458155511986078
"GO:0072553"	"terminal button organization"	"BP"	3	1	0.458155511986078
"GO:0060748"	"tertiary branching involved in mammary gland duct morphogenesis"	"BP"	3	1	0.458155511986078
"GO:0015709"	"thiosulfate transport"	"BP"	3	1	0.458155511986078
"GO:0007356"	"thorax and anterior abdomen determination"	"BP"	3	1	0.458155511986078
"GO:0002513"	"tolerance induction to self antigen"	"BP"	3	1	0.458155511986078
"GO:0038123"	"toll-like receptor TLR1:TLR2 signaling pathway"	"BP"	3	1	0.458155511986078
"GO:0019087"	"transformation of host cell by virus"	"BP"	3	1	0.458155511986078
"GO:0007181"	"transforming growth factor beta receptor complex assembly"	"BP"	3	1	0.458155511986078
"GO:0002188"	"translation reinitiation"	"BP"	3	1	0.458155511986078
"GO:0101030"	"tRNA-guanine transglycosylation"	"BP"	3	1	0.458155511986078
"GO:0014721"	"twitch skeletal muscle contraction"	"BP"	3	1	0.458155511986078
"GO:0016068"	"type I hypersensitivity"	"BP"	3	1	0.458155511986078
"GO:0071596"	"ubiquitin-dependent protein catabolic process via the N-end rule pathway"	"BP"	3	1	0.458155511986078
"GO:0006065"	"UDP-glucuronate biosynthetic process"	"BP"	3	1	0.458155511986078
"GO:0060157"	"urinary bladder development"	"BP"	3	1	0.458155511986078
"GO:0003010"	"voluntary skeletal muscle contraction"	"BP"	3	1	0.458155511986078
"GO:0061355"	"Wnt protein secretion"	"BP"	3	1	0.458155511986078
"GO:0090244"	"Wnt signaling pathway involved in somitogenesis"	"BP"	3	1	0.458155511986078
"GO:0046110"	"xanthine metabolic process"	"BP"	3	1	0.458155511986078
"GO:0045218"	"zonula adherens maintenance"	"BP"	3	1	0.458155511986078
"GO:0030162"	"regulation of proteolysis"	"BP"	615	115	0.458400825355748
"GO:0044242"	"cellular lipid catabolic process"	"BP"	179	34	0.458766135886371
"GO:0080090"	"regulation of primary metabolic process"	"BP"	4603	853	0.459227527845301
"GO:0051101"	"regulation of DNA binding"	"BP"	104	20	0.460520641196667
"GO:0019693"	"ribose phosphate metabolic process"	"BP"	486	91	0.461338726060366
"GO:0016458"	"gene silencing"	"BP"	233	44	0.462179079941315
"GO:0042633"	"hair cycle"	"BP"	72	14	0.46320947630519
"GO:0042303"	"molting cycle"	"BP"	72	14	0.46320947630519
"GO:0098761"	"cellular response to interleukin-7"	"BP"	24	5	0.463585739366832
"GO:0021587"	"cerebellum morphogenesis"	"BP"	24	5	0.463585739366832
"GO:0008210"	"estrogen metabolic process"	"BP"	24	5	0.463585739366832
"GO:0030851"	"granulocyte differentiation"	"BP"	24	5	0.463585739366832
"GO:1902410"	"mitotic cytokinetic process"	"BP"	24	5	0.463585739366832
"GO:0050869"	"negative regulation of B cell activation"	"BP"	24	5	0.463585739366832
"GO:1900181"	"negative regulation of protein localization to nucleus"	"BP"	24	5	0.463585739366832
"GO:2000144"	"positive regulation of DNA-templated transcription, initiation"	"BP"	24	5	0.463585739366832
"GO:0040019"	"positive regulation of embryonic development"	"BP"	24	5	0.463585739366832
"GO:0034105"	"positive regulation of tissue remodeling"	"BP"	24	5	0.463585739366832
"GO:0010591"	"regulation of lamellipodium assembly"	"BP"	24	5	0.463585739366832
"GO:0045066"	"regulatory T cell differentiation"	"BP"	24	5	0.463585739366832
"GO:0098760"	"response to interleukin-7"	"BP"	24	5	0.463585739366832
"GO:0051606"	"detection of stimulus"	"BP"	131	25	0.463721991220845
"GO:0019730"	"antimicrobial humoral response"	"BP"	56	11	0.464299169756635
"GO:0043297"	"apical junction assembly"	"BP"	56	11	0.464299169756635
"GO:1901616"	"organic hydroxy compound catabolic process"	"BP"	56	11	0.464299169756635
"GO:0060324"	"face development"	"BP"	40	8	0.464832544990278
"GO:0044764"	"multi-organism cellular process"	"BP"	40	8	0.464832544990278
"GO:0060393"	"regulation of pathway-restricted SMAD protein phosphorylation"	"BP"	40	8	0.464832544990278
"GO:2001235"	"positive regulation of apoptotic signaling pathway"	"BP"	158	30	0.465964373058783
"GO:0006805"	"xenobiotic metabolic process"	"BP"	99	19	0.467380888725601
"GO:0006163"	"purine nucleotide metabolic process"	"BP"	476	89	0.468220038188546
"GO:2001169"	"regulation of ATP biosynthetic process"	"BP"	83	16	0.469337676490933
"GO:0031397"	"negative regulation of protein ubiquitination"	"BP"	67	13	0.471380706699071
"GO:0090502"	"RNA phosphodiester bond hydrolysis, endonucleolytic"	"BP"	67	13	0.471380706699071
"GO:0010803"	"regulation of tumor necrosis factor-mediated signaling pathway"	"BP"	51	10	0.473483460650474
"GO:0052547"	"regulation of peptidase activity"	"BP"	331	62	0.474136727879933
"GO:0042987"	"amyloid precursor protein catabolic process"	"BP"	35	7	0.47551172415054
"GO:0097352"	"autophagosome maturation"	"BP"	35	7	0.47551172415054
"GO:1901658"	"glycosyl compound catabolic process"	"BP"	35	7	0.47551172415054
"GO:0032881"	"regulation of polysaccharide metabolic process"	"BP"	35	7	0.47551172415054
"GO:0051966"	"regulation of synaptic transmission, glutamatergic"	"BP"	35	7	0.47551172415054
