"Treatment","Drug","X","VCFG_Compound_Plate_ID","Patient","WellID","Perc_FC","Bin","ZScore","Dose","Hit","Target","Pathway","VCFG_Plate_ID","compared.to","Mahalanobis","mp.value"
"MLN8054_0.5","MLN8054",422,"D02","yP520_LT1","G09",47.435,"LC",-1.649,"0.5","Yes","AUK","Cell cycle progression","D02","DMSO_0uM",1.638,0.348
"MLN8054_5","MLN8054",314,"D02","yP520_LT1","D09",50.329,"CV2",-1.568,"5","No","AUK","Cell cycle progression","D02","DMSO_0uM",1.65,0.336
"Momelotinib (CYT387)_0.5","Momelotinib (CYT387)",1412,"D07","yP520_LT1","E03",69.834,"CV2",-1.315,"0.5","No","JAK/STAT/Pim","JAK/STAT","D07","DMSO_0uM",1.497,0.505
"Momelotinib (CYT387)_5","Momelotinib (CYT387)",1304,"D07","yP520_LT1","B03",64.252,"CV2",-1.588,"5","No","JAK/STAT/Pim","JAK/STAT","D07","DMSO_0uM",1.96,0.488
"Nilotinib (AMN-107)_0.5","Nilotinib (AMN-107)",203,"D01","yP520_LT1","G08",100,"HI",0.822,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",0.731,1
"Nilotinib (AMN-107)_5","Nilotinib (AMN-107)",95,"D01","yP520_LT1","D08",74.838,"CV2",-0.2,"5","No","Bcr-Abl/BTK","B Cell Receptor","D01","DMSO_0uM",1.299,1
"NSC 23766_0.5","NSC 23766",3347,"D16","yP520_LT1","E03",100,"HI",3.225,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",1.453,0.294
"NSC 23766_5","NSC 23766",3248,"D16","yP520_LT1","B03",100,"CV1",-0.268,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",1.921,0.295
"NU6027_0.5","NU6027",2534,"D12","yP520_LT1","F05",85.504,"CV1",-0.732,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",2.366,0.165
"NU6027_5","NU6027",2426,"D12","yP520_LT1","C05",62.57,"CV2",-2.591,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",6.017,0
"NVP-BHG712_0.5","NVP-BHG712",1217,"D06","yP520_LT1","E10",88.752,"CV1",-1.132,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D06","DMSO_0uM",0.264,1
"NVP-BHG712_5","NVP-BHG712",1109,"D06","yP520_LT1","B10",92.159,"CV1",-0.797,"5","No","Bcr-Abl/BTK","B Cell Receptor","D06","DMSO_0uM",1.471,0.666
"NVP-BSK805 2HCl_0.5","NVP-BSK805 2HCl",1673,"D08","yP520_LT1","F06",86.131,"CV1",-1.158,"0.5","No","JAK/STAT/Pim","JAK/STAT","D08","DMSO_0uM",0.41,0.853
"NVP-BSK805 2HCl_5","NVP-BSK805 2HCl",1565,"D08","yP520_LT1","C06",81.971,"CV1",-1.536,"5","No","JAK/STAT/Pim","JAK/STAT","D08","DMSO_0uM",1.252,0.492
"Oclacitinib_0.5","Oclacitinib",3359,"D16","yP520_LT1","E07",100,"CV1",1.221,"0.5","No","JAK/STAT/Pim","JAK/STAT","D16","DMSO_0uM",0.711,1
"Oclacitinib_5","Oclacitinib",3260,"D16","yP520_LT1","B07",100,"CV1",1.846,"5","No","JAK/STAT/Pim","JAK/STAT","D16","DMSO_0uM",1.313,0.487
"Omipalisib (GSK2126458_ GSK458)_0.5","Omipalisib (GSK2126458_ GSK458)",1508,"D07","yP520_LT1","G11",78.168,"CV2",-0.907,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.203,0.331
"Omipalisib (GSK2126458_ GSK458)_5","Omipalisib (GSK2126458_ GSK458)",1400,"D07","yP520_LT1","D11",5.264,"LC",-4.476,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",65.595,0
"ONO-4059 analogue_0.5","ONO-4059 analogue",3182,"D15","yP520_LT1","F05",88.441,"CV1",-0.452,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D15","DMSO_0uM",4.071,0.174
"ONO-4059 analogue_5","ONO-4059 analogue",3074,"D15","yP520_LT1","C05",40.766,"LC",-2.374,"5","Yes","Bcr-Abl/BTK","B Cell Receptor","D15","DMSO_0uM",4.606,0
"OSI-027_0.5","OSI-027",1502,"D07","yP520_LT1","G09",73.607,"CV2",-1.13,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",1.627,0.504
"OSI-027_5","OSI-027",1394,"D07","yP520_LT1","D09",50.54,"CV2",-2.259,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",3.204,0
"OSU-03012 (AR-12)_0.5","OSU-03012 (AR-12)",428,"D02","yP520_LT1","G11",99.09,"CV1",-0.207,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",1.266,0.337
"OSU-03012 (AR-12)_5","OSU-03012 (AR-12)",320,"D02","yP520_LT1","D11",39.022,"LC",-1.884,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",1.614,0.334
"P276-00_0.5","P276-00",3356,"D16","yP520_LT1","E06",100,"HI",5.132,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",2.347,0.343
"P276-00_5","P276-00",3257,"D16","yP520_LT1","B06",5.016,"LC",-11.926,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",97.665,0
"Palbociclib (PD-0332991) HCl_0.5","Palbociclib (PD-0332991) HCl",3365,"D16","yP520_LT1","E09",100,"HI",5.517,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",2.309,0.331
"Palbociclib (PD-0332991) HCl_5","Palbociclib (PD-0332991) HCl",3266,"D16","yP520_LT1","B09",69.315,"CV2",-4.129,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D16","DMSO_0uM",7.951,0
"Palomid 529 (P529)_0.5","Palomid 529 (P529)",1454,"D07","yP520_LT1","F05",78.599,"CV2",-0.886,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",1.067,0.653
"Palomid 529 (P529)_5","Palomid 529 (P529)",1346,"D07","yP520_LT1","C05",71.009,"CV2",-1.258,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.104,0.323
"PD0325901_0.5","PD0325901",206,"D01","yP520_LT1","G09",100,"HI",2.795,"0.5","No","MAPK/ERK","MAPK/ERK","D01","DMSO_0uM",1.575,0.515
"PD0325901_5","PD0325901",98,"D01","yP520_LT1","D09",53.587,"CV2",-0.626,"5","No","MAPK/ERK","MAPK/ERK","D01","DMSO_0uM",0.895,1
"PD173955_0.5","PD173955",2780,"D13","yP520_LT1","G03",100,"CV1",0.395,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D13","DMSO_0uM",4.041,0
"PD173955_5","PD173955",2672,"D13","yP520_LT1","D03",100,"CV1",0.537,"5","No","Bcr-Abl/BTK","B Cell Receptor","D13","DMSO_0uM",1.494,0.48
"PD184352 (CI-1040)_0.5","PD184352 (CI-1040)",161,"D01","yP520_LT1","F06",100,"HI",1.486,"0.5","No","MAPK/ERK","MAPK/ERK","D01","DMSO_0uM",0.931,1
"PD184352 (CI-1040)_5","PD184352 (CI-1040)",53,"D01","yP520_LT1","C06",100,"CV1",0.534,"5","No","MAPK/ERK","MAPK/ERK","D01","DMSO_0uM",2.395,0.186
"PD318088_0.5","PD318088",1004,"D05","yP520_LT1","E11",100,"CV1",0.877,"0.5","No","MAPK/ERK","MAPK/ERK","D05","DMSO_0uM",1.221,0.669
"PD318088_5","PD318088",896,"D05","yP520_LT1","B11",64.849,"CV2",-1.225,"5","No","MAPK/ERK","MAPK/ERK","D05","DMSO_0uM",1.217,0.838
"PD98059_0.5","PD98059",572,"D03","yP520_LT1","E11",100,"CV1",0.427,"0.5","No","MAPK/ERK","MAPK/ERK","D03","DMSO_0uM",0.89,0.833
"PD98059_5","PD98059",464,"D03","yP520_LT1","B11",100,"HI",2.199,"5","No","MAPK/ERK","MAPK/ERK","D03","DMSO_0uM",1.728,0.495
"Perifosine (KRX-0401)_0.5","Perifosine (KRX-0401)",3428,"D16","yP520_LT1","G08",61.867,"CV2",-5.032,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",7.676,0
"Perifosine (KRX-0401)_5","Perifosine (KRX-0401)",3329,"D16","yP520_LT1","D08",100,"HI",3.052,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D16","DMSO_0uM",2.204,0.146
"PF-00562271_0.5","PF-00562271",1631,"D08","yP520_LT1","E04",77.183,"CV2",-1.972,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D08","DMSO_0uM",0.873,0.51
"PF-00562271_5","PF-00562271",1523,"D08","yP520_LT1","B04",42.515,"LC",-5.123,"5","Yes","Src/Syk/FAK","Src/Syk/FAK","D08","DMSO_0uM",11.853,0.158
"PF-04691502_0.5","PF-04691502",1916,"D09","yP520_LT1","G03",78.519,"CV2",-0.62,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",1.66,0.333
"PF-04691502_5","PF-04691502",1808,"D09","yP520_LT1","D03",12.525,"LC",-2.731,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D09","DMSO_0uM",51.524,0
"PF-3758309_0.5","PF-3758309",2495,"D12","yP520_LT1","E04",62.815,"CV2",-2.571,"0.5","No","HDAC/PAK","Cytoskeletal","D12","DMSO_0uM",6.877,0
"PF-3758309_5","PF-3758309",2387,"D12","yP520_LT1","B04",43.926,"LC",-4.103,"5","Yes","HDAC/PAK","Cytoskeletal","D12","DMSO_0uM",18.727,0
"PF-431396_0.5","PF-431396",2939,"D14","yP520_LT1","E08",75.907,"CV2",-1.432,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D14","DMSO_0uM",2.16,0.332
"PF-431396_5","PF-431396",2831,"D14","yP520_LT1","B08",20.376,"LC",-4.542,"5","Yes","Src/Syk/FAK","Src/Syk/FAK","D14","DMSO_0uM",22.049,0
"PF-4708671_0.5","PF-4708671",1244,"D06","yP520_LT1","F07",100,"CV1",0.629,"0.5","No","RSK/SGK","PIK3/mTOR/AKT","D06","DMSO_0uM",0.704,1
"PF-4708671_5","PF-4708671",1136,"D06","yP520_LT1","C07",11.184,"LC",-8.753,"5","Yes","RSK/SGK","PIK3/mTOR/AKT","D06","DMSO_0uM",53.807,0
"PF-477736_0.5","PF-477736",2081,"D10","yP520_LT1","E10",100,"CV1",0.022,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D10","DMSO_0uM",0.892,0.821
"PF-477736_5","PF-477736",1973,"D10","yP520_LT1","B10",53.051,"CV2",-2.608,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D10","DMSO_0uM",11.343,0
"PF-562271_0.5","PF-562271",2144,"D10","yP520_LT1","G07",71.839,"CV2",-1.614,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D10","DMSO_0uM",3.295,0
"PF-562271_5","PF-562271",2036,"D10","yP520_LT1","D07",47.193,"LC",-2.918,"5","Yes","Src/Syk/FAK","Src/Syk/FAK","D10","DMSO_0uM",11.107,0
"PF-573228_0.5","PF-573228",1202,"D06","yP520_LT1","E05",73.441,"CV2",-2.636,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D06","DMSO_0uM",2.581,0.175
"PF-573228_5","PF-573228",1094,"D06","yP520_LT1","B05",59.597,"CV2",-3.997,"5","No","Src/Syk/FAK","Src/Syk/FAK","D06","DMSO_0uM",5.836,0
"PFK15_0.5","PFK15",2783,"D13","yP520_LT1","G04",94.108,"CV1",-0.057,"0.5","No","Miscellaneous","PIK3/mTOR/AKT","D13","DMSO_0uM",0.498,1
"PFK15_5","PFK15",2675,"D13","yP520_LT1","D04",100,"CV1",1.036,"5","No","Miscellaneous","PIK3/mTOR/AKT","D13","DMSO_0uM",1.339,0.659
"PH-797804_0.5","PH-797804",1685,"D08","yP520_LT1","F10",68.032,"CV2",-2.803,"0.5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D08","DMSO_0uM",3.092,0.158
"PH-797804_5","PH-797804",1577,"D08","yP520_LT1","C10",64.949,"CV2",-3.083,"5","No","JNK/p38 MAPK/CaMK","JNK/p38/MAPK","D08","DMSO_0uM",5.277,0.167
"PHA-680632_0.5","PHA-680632",788,"D04","yP520_LT1","E11",65.676,"CV2",-0.359,"0.5","No","AUK","Cell cycle progression","D04","DMSO_0uM",0.555,1
"PHA-680632_5","PHA-680632",680,"D04","yP520_LT1","B11",27.654,"LC",-1.223,"5","Yes","AUK","Cell cycle progression","D04","DMSO_0uM",3.369,0.167
"PHA-767491_0.5","PHA-767491",1880,"D09","yP520_LT1","F03",90.689,"CV1",-0.231,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",0.743,1
"PHA-767491_5","PHA-767491",1772,"D09","yP520_LT1","C03",6.139,"LC",-2.935,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D09","DMSO_0uM",83.975,0
"PHA-793887_0.5","PHA-793887",1022,"D05","yP520_LT1","F05",85.793,"CV1",-0.401,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",0.778,0.842
"PHA-793887_5","PHA-793887",914,"D05","yP520_LT1","C05",72.549,"CV2",-0.922,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D05","DMSO_0uM",0.982,0.851
"Phenformin HCl_0.5","Phenformin HCl",1427,"D07","yP520_LT1","E08",59.19,"CV2",-1.836,"0.5","No","AMPK/LRRK2","AMPK","D07","DMSO_0uM",2.703,0
"Phenformin HCl_5","Phenformin HCl",1319,"D07","yP520_LT1","B08",100,"CV1",1.061,"5","No","AMPK/LRRK2","AMPK","D07","DMSO_0uM",1.518,0.501
"PHT-427_0.5","PHT-427",1070,"D05","yP520_LT1","G09",82.982,"CV1",-0.511,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D05","DMSO_0uM",0.531,0.832
"PHT-427_5","PHT-427",962,"D05","yP520_LT1","D09",100,"HI",1.062,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D05","DMSO_0uM",0.575,0.818
"PI-103_0.5","PI-103",137,"D01","yP520_LT1","E10",91.024,"CV1",0.125,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D01","DMSO_0uM",1.711,0.682
"PI-103_5","PI-103",29,"D01","yP520_LT1","B10",65.664,"CV2",-0.384,"5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D01","DMSO_0uM",2.373,0
"Piceatannol_0.5","Piceatannol",2348,"D11","yP520_LT1","G03",100,"CV1",0.366,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D11","DMSO_0uM",2.145,0.325
"Piceatannol_5","Piceatannol",2240,"D11","yP520_LT1","D03",100,"HI",2.544,"5","No","Src/Syk/FAK","Src/Syk/FAK","D11","DMSO_0uM",9.198,0
"Pictilisib (GDC-0941)_0.5","Pictilisib (GDC-0941)",371,"D02","yP520_LT1","F04",91.519,"CV1",-0.418,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",0.656,0.674
"Pictilisib (GDC-0941)_5","Pictilisib (GDC-0941)",263,"D02","yP520_LT1","C04",56.027,"CV2",-1.409,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D02","DMSO_0uM",2.823,0.17
"PIK-293_0.5","PIK-293",1289,"D06","yP520_LT1","G10",95.764,"CV1",-0.443,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D06","DMSO_0uM",1.106,0.693
"PIK-293_5","PIK-293",1181,"D06","yP520_LT1","D10",73.189,"CV2",-2.661,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D06","DMSO_0uM",3.626,0
"PIK-294_0.5","PIK-294",1451,"D07","yP520_LT1","F04",57.828,"CV2",-1.903,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",2.168,0.498
"PIK-294_5","PIK-294",1343,"D07","yP520_LT1","C04",100,"CV1",0.49,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D07","DMSO_0uM",1.767,0.502
"PIK-93_0.5","PIK-93",1058,"D05","yP520_LT1","G05",61.109,"CV2",-1.372,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D05","DMSO_0uM",2.405,0.168
"PIK-93_5","PIK-93",950,"D05","yP520_LT1","D05",48.682,"LC",-1.862,"5","Yes","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D05","DMSO_0uM",2.753,0.174
"Pimasertib (AS-703026)_0.5","Pimasertib (AS-703026)",1019,"D05","yP520_LT1","F04",77.621,"CV2",-0.722,"0.5","No","MAPK/ERK","MAPK/ERK","D05","DMSO_0uM",0.483,0.838
"Pimasertib (AS-703026)_5","Pimasertib (AS-703026)",911,"D05","yP520_LT1","C04",35.614,"LC",-2.376,"5","Yes","MAPK/ERK","MAPK/ERK","D05","DMSO_0uM",3.813,0
"PLX-4720_0.5","PLX-4720",563,"D03","yP520_LT1","E08",36.901,"LC",-1.788,"0.5","Yes","MAPK/ERK","MAPK/ERK","D03","DMSO_0uM",4.095,0.157
"PLX-4720_5","PLX-4720",455,"D03","yP520_LT1","B08",59.354,"CV2",-1.146,"5","No","MAPK/ERK","MAPK/ERK","D03","DMSO_0uM",1.658,0.323
"PLX7904_0.5","PLX7904",3188,"D15","yP520_LT1","F07",100,"HI",1.043,"0.5","No","MAPK/ERK","MAPK/ERK","D15","DMSO_0uM",0.677,0.834
"PLX7904_5","PLX7904",3080,"D15","yP520_LT1","C07",100,"CV1",0.783,"5","No","MAPK/ERK","MAPK/ERK","D15","DMSO_0uM",0.876,0.825
"Ponatinib (AP24534)_0.5","Ponatinib (AP24534)",989,"D05","yP520_LT1","E06",78.713,"CV2",-0.679,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D05","DMSO_0uM",0.742,0.832
"Ponatinib (AP24534)_5","Ponatinib (AP24534)",881,"D05","yP520_LT1","B06",3.755,"LC",-3.63,"5","Yes","Bcr-Abl/BTK","B Cell Receptor","D05","DMSO_0uM",65.645,0
"PP1_0.5","PP1",2333,"D11","yP520_LT1","F10",77.648,"CV2",-1.356,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D11","DMSO_0uM",6.142,0
"PP1_5","PP1",2225,"D11","yP520_LT1","C10",100,"CV1",0.883,"5","No","Src/Syk/FAK","Src/Syk/FAK","D11","DMSO_0uM",1.986,0.301
"PP121_0.5","PP121",1466,"D07","yP520_LT1","F09",100,"CV1",0.3,"0.5","No","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D07","DMSO_0uM",1.014,0.497
"PP121_5","PP121",1358,"D07","yP520_LT1","C09",21.985,"LC",-3.657,"5","Yes","ATM/ATR/DNA-PK/Chk","DNA Damage Response","D07","DMSO_0uM",20.348,0
"PP2_0.5","PP2",2324,"D11","yP520_LT1","F07",100,"CV1",0.253,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D11","DMSO_0uM",3.357,0
"PP2_5","PP2",2216,"D11","yP520_LT1","C07",100,"CV1",0.727,"5","No","Src/Syk/FAK","Src/Syk/FAK","D11","DMSO_0uM",3.942,0
"PRT062607 (P505-15_ BIIB057) HCl_0.5","PRT062607 (P505-15_ BIIB057) HCl",3380,"D16","yP520_LT1","F03",100,"HI",2.739,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D16","DMSO_0uM",1.945,0.363
"PRT062607 (P505-15_ BIIB057) HCl_5","PRT062607 (P505-15_ BIIB057) HCl",3281,"D16","yP520_LT1","C03",25.627,"LC",-9.426,"5","Yes","Src/Syk/FAK","Src/Syk/FAK","D16","DMSO_0uM",28.485,0
"Purvalanol A_0.5","Purvalanol A",3176,"D15","yP520_LT1","F03",100,"CV1",0.327,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D15","DMSO_0uM",1.843,0.326
"Purvalanol A_5","Purvalanol A",3068,"D15","yP520_LT1","C03",100,"HI",1.772,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D15","DMSO_0uM",1.006,0.84
"Quercetin_0.5","Quercetin",1460,"D07","yP520_LT1","F07",96.955,"CV1",0.013,"0.5","No","Src/Syk/FAK","Miscellaneous","D07","DMSO_0uM",0.461,0.827
"Quercetin_5","Quercetin",1352,"D07","yP520_LT1","C07",100,"HI",3.074,"5","No","Src/Syk/FAK","Miscellaneous","D07","DMSO_0uM",2.34,0.489
"R406 (free base)_0.5","R406 (free base)",1067,"D05","yP520_LT1","G08",100,"CV1",0.49,"0.5","No","Src/Syk/FAK","Src/Syk/FAK","D05","DMSO_0uM",1.625,0.53
"R406 (free base)_5","R406 (free base)",959,"D05","yP520_LT1","D08",51.319,"CV2",-1.758,"5","No","Src/Syk/FAK","Src/Syk/FAK","D05","DMSO_0uM",3.083,0.158
"R547_0.5","R547",1709,"D08","yP520_LT1","G06",80.39,"CV1",-1.68,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D08","DMSO_0uM",1.62,0.509
"R547_5","R547",1601,"D08","yP520_LT1","D06",7.066,"LC",-8.345,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D08","DMSO_0uM",150,0
"RAF265 (CHIR-265)_0.5","RAF265 (CHIR-265)",1277,"D06","yP520_LT1","G06",78.95,"CV2",-2.095,"0.5","No","MAPK/ERK","MAPK/ERK","D06","DMSO_0uM",1.424,0.8
"RAF265 (CHIR-265)_5","RAF265 (CHIR-265)",1169,"D06","yP520_LT1","D06",27.046,"LC",-7.195,"5","Yes","MAPK/ERK","MAPK/ERK","D06","DMSO_0uM",20.713,0
"Rapamycin (Sirolimus)_0.5","Rapamycin (Sirolimus)",173,"D01","yP520_LT1","F10",100,"HI",0.782,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D01","DMSO_0uM",1.551,0.477
"Rapamycin (Sirolimus)_5","Rapamycin (Sirolimus)",65,"D01","yP520_LT1","C10",100,"CV1",0.524,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D01","DMSO_0uM",0.834,1
"Rebastinib (DCC-2036)_0.5","Rebastinib (DCC-2036)",1505,"D07","yP520_LT1","G10",77.94,"CV2",-0.918,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D07","DMSO_0uM",1.035,0.681
"Rebastinib (DCC-2036)_5","Rebastinib (DCC-2036)",1397,"D07","yP520_LT1","D10",73.03,"CV2",-1.159,"5","No","Bcr-Abl/BTK","B Cell Receptor","D07","DMSO_0uM",0.832,0.658
"Refametinib (RDEA119_ Bay 86-9766)_0.5","Refametinib (RDEA119_ Bay 86-9766)",347,"D02","yP520_LT1","E08",100,"HI",0.539,"0.5","No","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",0.893,0.678
"Refametinib (RDEA119_ Bay 86-9766)_5","Refametinib (RDEA119_ Bay 86-9766)",239,"D02","yP520_LT1","B08",31.157,"LC",-2.104,"5","Yes","MAPK/ERK","MAPK/ERK","D02","DMSO_0uM",3.331,0.163
"Ridaforolimus (Deforolimus_ MK-8669)_0.5","Ridaforolimus (Deforolimus_ MK-8669)",128,"D01","yP520_LT1","E07",86.954,"CV1",0.043,"0.5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D01","DMSO_0uM",1.601,0.494
"Ridaforolimus (Deforolimus_ MK-8669)_5","Ridaforolimus (Deforolimus_ MK-8669)",20,"D01","yP520_LT1","B07",100,"HI",1.029,"5","No","PIK3/mTOR/AKT/PDK","PIK3/mTOR/AKT","D01","DMSO_0uM",2.418,0
"Rigosertib (ON-01910)_0.5","Rigosertib (ON-01910)",818,"D04","yP520_LT1","F09",100,"HI",1.423,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",1.55,0.531
"Rigosertib (ON-01910)_5","Rigosertib (ON-01910)",710,"D04","yP520_LT1","C09",24.105,"LC",-1.303,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D04","DMSO_0uM",3.789,0.194
"RKI-1447_0.5","RKI-1447",2546,"D12","yP520_LT1","F09",83.654,"CV1",-0.882,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",1.709,0.362
"RKI-1447_5","RKI-1447",2438,"D12","yP520_LT1","C09",68.173,"CV2",-2.137,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",5.27,0
"RN486_0.5","RN486",2372,"D11","yP520_LT1","G11",100,"HI",3.202,"0.5","No","Bcr-Abl/BTK","B Cell Receptor","D11","DMSO_0uM",3,0.154
"RN486_5","RN486",2264,"D11","yP520_LT1","D11",93.554,"CV1",-0.217,"5","No","Bcr-Abl/BTK","B Cell Receptor","D11","DMSO_0uM",6.065,0
"Ro-3306_0.5","Ro-3306",2948,"D14","yP520_LT1","E11",72.789,"CV2",-1.607,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D14","DMSO_0uM",1.711,0.318
"Ro-3306_5","Ro-3306",2840,"D14","yP520_LT1","B11",85.225,"CV1",-0.911,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D14","DMSO_0uM",0.855,0.638
"Ro3280_0.5","Ro3280",2588,"D12","yP520_LT1","G11",79.2,"CV2",-1.243,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",3.05,0
"Ro3280_5","Ro3280",2480,"D12","yP520_LT1","D11",8.606,"LC",-6.966,"5","Yes","PLK1/CDK/c-myc/Rho","Cell cycle progression","D12","DMSO_0uM",118.617,0
"Roscovitine (Seliciclib_CYC202)_0.5","Roscovitine (Seliciclib_CYC202)",599,"D03","yP520_LT1","F08",100,"CV1",0.33,"0.5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D03","DMSO_0uM",0.906,0.641
"Roscovitine (Seliciclib_CYC202)_5","Roscovitine (Seliciclib_CYC202)",491,"D03","yP520_LT1","C08",100,"CV1",0.233,"5","No","PLK1/CDK/c-myc/Rho","Cell cycle progression","D03","DMSO_0uM",0.63,0.827
"Ruxolitinib (INCB018424)_0.5","Ruxolitinib (INCB018424)",785,"D04","yP520_LT1","E10",100,"HI",0.989,"0.5","No","JAK/STAT/Pim","JAK/STAT","D04","DMSO_0uM",1.047,0.842
"Ruxolitinib (INCB018424)_5","Ruxolitinib (INCB018424)",677,"D04","yP520_LT1","B10",79.375,"CV2",-0.047,"5","No","JAK/STAT/Pim","JAK/STAT","D04","DMSO_0uM",1.774,0.508
"S-Ruxolitinib (INCB018424)_0.5","S-Ruxolitinib (INCB018424)",2150,"D10","yP520_LT1","G09",82.24,"CV1",-1.064,"0.5","No","JAK/STAT/Pim","JAK/STAT","D10","DMSO_0uM",0.922,0.823
"S-Ruxolitinib (INCB018424)_5","S-Ruxolitinib (INCB018424)",2042,"D10","yP520_LT1","D09",100,"CV1",0.322,"5","No","JAK/STAT/Pim","JAK/STAT","D10","DMSO_0uM",1.908,0.309
