Drug,X,VCFG_Compound_Plate_ID,Patient,Treatment,WellID,Perc_FC,Bin,ZScore,Dose,Group_CTG,Pathway_original,Target_original,Target ,Pathway
MK-2206 2HCl,345,D02,yPMK295_LT,MK-2206 2HCl_0.5,E07,89.362,CV1,-0.877,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Perifosine (KRX-0401),3427,D16,yPDB516_LT1,Perifosine (KRX-0401)_0.5,G08,99.758,CV1,-0.183,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Perifosine (KRX-0401),3329,D16,yPJF520_LT1,Perifosine (KRX-0401)_5,D08,128.534,HI,3.052,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Perifosine (KRX-0401),3428,D16,yPJF520_LT1,Perifosine (KRX-0401)_0.5,G08,61.867,CV2,-5.032,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Perifosine (KRX-0401),3429,D16,yPMK295_LT,Perifosine (KRX-0401)_0.5,G08,116.67,CV1,2.306,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Perifosine (KRX-0401),3328,D16,yPDB516_LT1,Perifosine (KRX-0401)_5,D08,103.733,CV1,0.079,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Perifosine (KRX-0401),3330,D16,yPMK295_LT,Perifosine (KRX-0401)_5,D08,31.995,LC,-8.868,5,Hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
TIC10 Analogue,2500,D12,yPDB516_LT1,TIC10 Analogue_0.5,E06,70.938,CV2,-3.826,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
TIC10 Analogue,2394,D12,yPMK295_LT,TIC10 Analogue_5,B06,99.234,CV1,-1.124,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
TIC10 Analogue,2392,D12,yPDB516_LT1,TIC10 Analogue_5,B06,88.884,CV1,-1.573,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
TIC10 Analogue,2501,D12,yPJF520_LT1,TIC10 Analogue_0.5,E06,98.893,CV1,0.354,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
TIC10 Analogue,2502,D12,yPMK295_LT,TIC10 Analogue_0.5,E06,111.117,CV1,1.499,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
TIC10 Analogue,2393,D12,yPJF520_LT1,TIC10 Analogue_5,B06,103.944,CV1,0.763,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Triciribine,516,D03,yPMK295_LT,Triciribine_5,D04,79.625,CV2,-2.412,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Triciribine,624,D03,yPMK295_LT,Triciribine_0.5,G04,96.037,CV1,-0.227,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Triciribine,623,D03,yPJF520_LT1,Triciribine_0.5,G04,135.651,HI,1.034,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Triciribine,622,D03,yPDB516_LT1,Triciribine_0.5,G04,81.788,CV1,-0.57,0.5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Triciribine,515,D03,yPJF520_LT1,Triciribine_5,D04,68.148,CV2,-0.895,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Triciribine,514,D03,yPDB516_LT1,Triciribine_5,D04,32.386,CV2,-2.423,5,No hit,Akt,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Uprosertib (GSK2141795),2800,D13,yPDB516_LT1,Uprosertib (GSK2141795)_0.5,G10,96.023,CV1,-0.473,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Uprosertib (GSK2141795),2694,D13,yPMK295_LT,Uprosertib (GSK2141795)_5,D10,42.683,LC,-63.895,5,Hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Uprosertib (GSK2141795),2692,D13,yPDB516_LT1,Uprosertib (GSK2141795)_5,D10,73.92,CV2,-2.09,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Uprosertib (GSK2141795),2802,D13,yPMK295_LT,Uprosertib (GSK2141795)_0.5,G10,93.913,CV1,-1.033,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Uprosertib (GSK2141795),2801,D13,yPJF520_LT1,Uprosertib (GSK2141795)_0.5,G10,120.293,HI,1.908,0.5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Uprosertib (GSK2141795),2693,D13,yPJF520_LT1,Uprosertib (GSK2141795)_5,D10,105.007,CV1,0.761,5,No hit,PI3K Akt mTOR,Akt,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
A-674563,1665,D08,yPMK295_LT,A-674563_0.5,F03,92.173,CV1,-1.126,0.5,No hit,PI3K Akt mTOR,Akt CDK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
A-674563,1664,D08,yPJF520_LT1,A-674563_0.5,F03,98.363,CV1,-0.046,0.5,No hit,PI3K Akt mTOR,Akt CDK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
A-674563,1557,D08,yPMK295_LT,A-674563_5,C03,38.129,LC,-9.06,5,Hit,PI3K Akt mTOR,Akt CDK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
A-674563,1555,D08,yPDB516_LT1,A-674563_5,C03,11.506,LC,-9.441,5,Hit,PI3K Akt mTOR,Akt CDK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
A-674563,1556,D08,yPJF520_LT1,A-674563_5,C03,12.082,LC,-7.889,5,Hit,PI3K Akt mTOR,Akt CDK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
A-674563,1663,D08,yPDB516_LT1,A-674563_0.5,F03,101.432,CV1,0.088,0.5,No hit,PI3K Akt mTOR,Akt CDK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Honokiol,1493,D07,yPJF520_LT1,Honokiol_0.5,G06,72.524,CV2,-1.183,0.5,No hit,PI3K Akt mTOR,Akt MEK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Honokiol,1386,D07,yPMK295_LT,Honokiol_5,D06,97.068,CV1,-0.594,5,No hit,PI3K Akt mTOR,Akt MEK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Honokiol,1492,D07,yPDB516_LT1,Honokiol_0.5,G06,103.361,CV1,0.216,0.5,No hit,PI3K Akt mTOR,Akt MEK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Honokiol,1494,D07,yPMK295_LT,Honokiol_0.5,G06,97.976,CV1,-0.488,0.5,No hit,PI3K Akt mTOR,Akt MEK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Honokiol,1385,D07,yPJF520_LT1,Honokiol_5,D06,67.676,CV2,-1.421,5,No hit,PI3K Akt mTOR,Akt MEK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Honokiol,1384,D07,yPDB516_LT1,Honokiol_5,D06,91.344,CV1,-1.076,5,No hit,PI3K Akt mTOR,Akt MEK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PF-04691502,1915,D09,yPDB516_LT1,PF-04691502_0.5,G03,92.776,CV1,-0.596,0.5,No hit,PI3K Akt mTOR,Akt mTOR PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PF-04691502,1807,D09,yPDB516_LT1,PF-04691502_5,D03,49.627,LC,-4.226,5,Hit,PI3K Akt mTOR,Akt mTOR PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PF-04691502,1917,D09,yPMK295_LT,PF-04691502_0.5,G03,106.781,CV1,1,0.5,No hit,PI3K Akt mTOR,Akt mTOR PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PF-04691502,1809,D09,yPMK295_LT,PF-04691502_5,D03,24.703,LC,-10.679,5,Hit,PI3K Akt mTOR,Akt mTOR PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PF-04691502,1808,D09,yPJF520_LT1,PF-04691502_5,D03,12.525,LC,-2.731,5,Hit,PI3K Akt mTOR,Akt mTOR PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PF-04691502,1916,D09,yPJF520_LT1,PF-04691502_0.5,G03,78.519,CV2,-0.62,0.5,No hit,PI3K Akt mTOR,Akt mTOR PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PHT-427,962,D05,yPJF520_LT1,PHT-427_5,D09,122.951,HI,1.062,5,No hit,PI3K Akt mTOR,Akt PDK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PHT-427,1069,D05,yPDB516_LT1,PHT-427_0.5,G09,106.544,CV1,0.328,0.5,No hit,PI3K Akt mTOR,Akt PDK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PHT-427,963,D05,yPMK295_LT,PHT-427_5,D09,108.086,CV1,0.195,5,No hit,PI3K Akt mTOR,Akt PDK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PHT-427,1071,D05,yPMK295_LT,PHT-427_0.5,G09,93.012,CV1,-0.562,0.5,No hit,PI3K Akt mTOR,Akt PDK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PHT-427,1070,D05,yPJF520_LT1,PHT-427_0.5,G09,82.982,CV1,-0.511,0.5,No hit,PI3K Akt mTOR,Akt PDK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
PHT-427,961,D05,yPDB516_LT1,PHT-427_5,D09,112.402,CV1,0.719,5,No hit,PI3K Akt mTOR,Akt PDK,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT7867,930,D05,yPMK295_LT,AT7867_5,C10,95.645,CV1,-0.43,5,No hit,PI3K Akt mTOR,Akt S6 Kinase,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT7867,1037,D05,yPJF520_LT1,AT7867_0.5,F10,91.239,CV1,-0.186,0.5,No hit,PI3K Akt mTOR,Akt S6 Kinase,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT7867,1036,D05,yPDB516_LT1,AT7867_0.5,F10,100.302,CV1,-0.089,0.5,No hit,PI3K Akt mTOR,Akt S6 Kinase,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT7867,928,D05,yPDB516_LT1,AT7867_5,C10,77.923,CV2,-1.584,5,No hit,PI3K Akt mTOR,Akt S6 Kinase,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT7867,929,D05,yPJF520_LT1,AT7867_5,C10,50.183,CV2,-1.803,5,No hit,PI3K Akt mTOR,Akt S6 Kinase,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT7867,1038,D05,yPMK295_LT,AT7867_0.5,F10,118.409,CV1,0.713,0.5,No hit,PI3K Akt mTOR,Akt S6 Kinase,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT13148,2967,D14,yPMK295_LT,AT13148_0.5,F05,108.149,CV1,1.141,0.5,No hit,PI3K Akt mTOR,Akt S6 Kinase ROCK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT13148,2859,D14,yPMK295_LT,AT13148_5,C05,90.318,CV1,-0.678,5,No hit,PI3K Akt mTOR,Akt S6 Kinase ROCK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT13148,2966,D14,yPJF520_LT1,AT13148_0.5,F05,97.532,CV1,-0.222,0.5,No hit,PI3K Akt mTOR,Akt S6 Kinase ROCK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT13148,2858,D14,yPJF520_LT1,AT13148_5,C05,10.311,LC,-5.106,5,Hit,PI3K Akt mTOR,Akt S6 Kinase ROCK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT13148,2965,D14,yPDB516_LT1,AT13148_0.5,F05,79.209,CV2,-1.621,0.5,No hit,PI3K Akt mTOR,Akt S6 Kinase ROCK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AT13148,2857,D14,yPDB516_LT1,AT13148_5,C05,71.679,CV2,-2.178,5,No hit,PI3K Akt mTOR,Akt S6 Kinase ROCK PKA,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Rapamycin (Sirolimus),64,D01,yPDB516_LT1,Rapamycin (Sirolimus)_5,C10,98.067,CV1,-0.773,5,No hit,DNA Damage,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Rapamycin (Sirolimus),173,D01,yPJF520_LT1,Rapamycin (Sirolimus)_0.5,F10,123.81,HI,0.782,0.5,No hit,DNA Damage,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Rapamycin (Sirolimus),66,D01,yPMK295_LT,Rapamycin (Sirolimus)_5,C10,112.785,CV1,0.505,5,No hit,DNA Damage,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Rapamycin (Sirolimus),65,D01,yPJF520_LT1,Rapamycin (Sirolimus)_5,C10,110.913,CV1,0.524,5,No hit,DNA Damage,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Rapamycin (Sirolimus),174,D01,yPMK295_LT,Rapamycin (Sirolimus)_0.5,F10,109.275,CV1,0.356,0.5,No hit,DNA Damage,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Rapamycin (Sirolimus),172,D01,yPDB516_LT1,Rapamycin (Sirolimus)_0.5,F10,76.195,CV2,-2.892,0.5,No hit,DNA Damage,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Torkinib (PP242),1183,D06,yPDB516_LT1,Torkinib (PP242)_5,D11,67.668,CV2,-1.986,5,No hit,PI3K Akt mTOR,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Torkinib (PP242),1292,D06,yPJF520_LT1,Torkinib (PP242)_0.5,G11,113.377,CV1,1.287,0.5,No hit,PI3K Akt mTOR,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Torkinib (PP242),1184,D06,yPJF520_LT1,Torkinib (PP242)_5,D11,51.063,CV2,-4.835,5,No hit,PI3K Akt mTOR,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Torkinib (PP242),1293,D06,yPMK295_LT,Torkinib (PP242)_0.5,G11,109.372,CV1,0.412,0.5,No hit,PI3K Akt mTOR,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Torkinib (PP242),1291,D06,yPDB516_LT1,Torkinib (PP242)_0.5,G11,71.401,CV2,-1.755,0.5,No hit,PI3K Akt mTOR,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Torkinib (PP242),1185,D06,yPMK295_LT,Torkinib (PP242)_5,D11,38.392,LC,-4.914,5,Hit,PI3K Akt mTOR,Autophagy mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
3-Methyladenine (3-MA),1748,D09,yPJF520_LT1,3-Methyladenine (3-MA)_5,B07,86.652,CV1,-0.36,5,No hit,PI3K Akt mTOR,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
3-Methyladenine (3-MA),1856,D09,yPJF520_LT1,3-Methyladenine (3-MA)_0.5,E07,94.157,CV1,-0.12,0.5,No hit,PI3K Akt mTOR,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
3-Methyladenine (3-MA),1855,D09,yPDB516_LT1,3-Methyladenine (3-MA)_0.5,E07,79.614,CV2,-1.703,0.5,No hit,PI3K Akt mTOR,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
3-Methyladenine (3-MA),1749,D09,yPMK295_LT,3-Methyladenine (3-MA)_5,B07,106.722,CV1,0.991,5,No hit,PI3K Akt mTOR,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
3-Methyladenine (3-MA),1857,D09,yPMK295_LT,3-Methyladenine (3-MA)_0.5,E07,88.896,CV1,-1.545,0.5,No hit,PI3K Akt mTOR,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
3-Methyladenine (3-MA),1747,D09,yPDB516_LT1,3-Methyladenine (3-MA)_5,B07,95.007,CV1,-0.408,5,No hit,PI3K Akt mTOR,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY294002,391,D02,yPDB516_LT1,LY294002_0.5,F11,116.797,CV1,1.99,0.5,No hit,Others,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY294002,392,D02,yPJF520_LT1,LY294002_0.5,F11,134.627,HI,0.785,0.5,No hit,Others,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY294002,284,D02,yPJF520_LT1,LY294002_5,C11,118.511,CV1,0.335,5,No hit,Others,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY294002,283,D02,yPDB516_LT1,LY294002_5,C11,104.84,CV1,0.672,5,No hit,Others,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY294002,285,D02,yPMK295_LT,LY294002_5,C11,128.294,HI,2.899,5,No hit,Others,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
LY294002,393,D02,yPMK295_LT,LY294002_0.5,F11,111.243,CV1,1.245,0.5,No hit,Others,Autophagy PI3K,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD8055,926,D05,yPJF520_LT1,AZD8055_5,C09,50.858,CV2,-1.776,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD8055,1035,D05,yPMK295_LT,AZD8055_0.5,F09,111.47,CV1,0.365,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD8055,1034,D05,yPJF520_LT1,AZD8055_0.5,F09,124.044,HI,1.105,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD8055,927,D05,yPMK295_LT,AZD8055_5,C09,64.457,CV2,-1.996,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD8055,925,D05,yPDB516_LT1,AZD8055_5,C09,54.977,CV2,-3.117,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
AZD8055,1033,D05,yPDB516_LT1,AZD8055_0.5,F09,90.578,CV1,-0.739,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CC-223,3219,D15,yPMK295_LT,CC-223_0.5,G05,103.945,CV1,0.667,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CC-223,3109,D15,yPDB516_LT1,CC-223_5,D05,96.542,CV1,-0.526,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CC-223,3217,D15,yPDB516_LT1,CC-223_0.5,G05,94.797,CV1,-0.601,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CC-223,3218,D15,yPJF520_LT1,CC-223_0.5,G05,91.042,CV1,-0.347,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CC-223,3110,D15,yPJF520_LT1,CC-223_5,D05,43.144,LC,-2.278,5,Hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
CC-223,3111,D15,yPMK295_LT,CC-223_5,D05,63.68,CV2,-5.969,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Everolimus (RAD001),482,D03,yPJF520_LT1,Everolimus (RAD001)_5,C05,30.571,LC,-1.969,5,Hit,Others,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Everolimus (RAD001),481,D03,yPDB516_LT1,Everolimus (RAD001)_5,C05,87.375,CV1,-0.36,5,No hit,Others,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Everolimus (RAD001),590,D03,yPJF520_LT1,Everolimus (RAD001)_0.5,F05,235.504,HI,3.888,0.5,No hit,Others,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Everolimus (RAD001),483,D03,yPMK295_LT,Everolimus (RAD001)_5,C05,106.779,CV1,1.203,5,No hit,Others,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Everolimus (RAD001),591,D03,yPMK295_LT,Everolimus (RAD001)_0.5,F05,145.222,HI,6.32,0.5,No hit,Others,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
Everolimus (RAD001),589,D03,yPDB516_LT1,Everolimus (RAD001)_0.5,F05,76.512,CV2,-0.767,0.5,No hit,Others,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GDC-0349,3349,D16,yPDB516_LT1,GDC-0349_0.5,E04,137.596,HI,2.315,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GDC-0349,3252,D16,yPMK295_LT,GDC-0349_5,B04,52.883,CV2,-6.111,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GDC-0349,3350,D16,yPJF520_LT1,GDC-0349_0.5,E04,96.361,CV1,-0.849,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GDC-0349,3351,D16,yPMK295_LT,GDC-0349_0.5,E04,120.487,HI,2.81,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GDC-0349,3251,D16,yPJF520_LT1,GDC-0349_5,B04,58.674,CV2,-5.419,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
GDC-0349,3250,D16,yPDB516_LT1,GDC-0349_5,B04,96.122,CV1,-0.423,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
INK 128 (MLN0128),1833,D09,yPMK295_LT,INK 128 (MLN0128)_5,D11,43.125,LC,-8.058,5,Hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
INK 128 (MLN0128),1940,D09,yPJF520_LT1,INK 128 (MLN0128)_0.5,G11,77.506,CV2,-0.653,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
INK 128 (MLN0128),1941,D09,yPMK295_LT,INK 128 (MLN0128)_0.5,G11,121.069,HI,3.033,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
INK 128 (MLN0128),1831,D09,yPDB516_LT1,INK 128 (MLN0128)_5,D11,66.593,CV2,-2.798,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
INK 128 (MLN0128),1939,D09,yPDB516_LT1,INK 128 (MLN0128)_0.5,G11,98.996,CV1,-0.072,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
INK 128 (MLN0128),1832,D09,yPJF520_LT1,INK 128 (MLN0128)_5,D11,51.258,CV2,-1.492,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
KU-0063794,839,D04,yPJF520_LT1,KU-0063794_0.5,G04,80.247,CV1,-0.028,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
KU-0063794,730,D04,yPDB516_LT1,KU-0063794_5,D04,89.022,CV1,-1.158,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
KU-0063794,840,D04,yPMK295_LT,KU-0063794_0.5,G04,103.41,CV1,0.517,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
KU-0063794,838,D04,yPDB516_LT1,KU-0063794_0.5,G04,99.083,CV1,-0.479,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
KU-0063794,731,D04,yPJF520_LT1,KU-0063794_5,D04,66.127,CV2,-0.348,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
KU-0063794,732,D04,yPMK295_LT,KU-0063794_5,D04,95.119,CV1,-0.549,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
OSI-027,1502,D07,yPJF520_LT1,OSI-027_0.5,G09,73.607,CV2,-1.13,0.5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
OSI-027,1393,D07,yPDB516_LT1,OSI-027_5,D09,77.768,CV2,-2.535,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
OSI-027,1394,D07,yPJF520_LT1,OSI-027_5,D09,50.54,CV2,-2.259,5,No hit,PI3K Akt mTOR,mTOR,PIK3/mTOR/AKT/PDK,PIK3/mTOR/AKT Pathway
